RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-94,-43,26,8,-138,-19,61.431355119312215,143,connected,1,5,12002,62,0,stationary,millimeter wave,0,465,16.273228057027655,0,151,None,180,10613,22.627866360410053,9
-84,-27,14,8,-121,-6,97.74277551986998,176,connected,7,0,7221,71,0,stationary,millimeter wave,1,287,16.140737825491897,1,133,MIMO,485,3406,80.9199850027061,5
-84,-99,8,7,-122,-7,84.14358883808193,101,connected,9,9,11338,35,1,high-speed,millimeter wave,3,13,11.757129578911501,1,75,carrier aggregation,23,5020,84.26313841209195,8
-95,-71,4,7,-107,-17,86.15422146591946,220,connected,2,1,7166,50,0,stationary,millimeter wave,0,350,6.709608889089115,1,441,MIMO,281,9187,8.682999568266514,2
-85,-51,6,11,-121,-18,69.91414381085694,247,connected,0,51,11529,109,1,high-speed,sub-6 GHz,2,116,5.130714897059639,1,384,carrier aggregation,393,13737,76.49690608067637,7
-96,-83,25,1,-132,-6,100.0,72,connected,6,63,11415,34,1,stationary,sub-6 GHz,0,178,1.7156914845053395,0,251,carrier aggregation,150,8541,11.798409779855046,3
-103,-57,22,7,-132,-14,57.395988882474825,182,handover,8,41,6346,25,0,stationary,sub-6 GHz,2,151,17.474344679661336,1,329,MIMO,431,4020,35.88427790309752,1
-96,-64,7,13,-136,-12,44.43991657431842,121,connected,9,5,5517,50,1,high-speed,millimeter wave,3,75,7.839574252001896,0,383,MIMO,98,7984,6.089973085138212,5
-76,-70,9,0,-88,-14,98.31447122105337,116,connected,5,30,8817,58,1,stationary,sub-6 GHz,1,66,3.581302320394057,1,262,carrier aggregation,146,8655,91.28381458973928,7
-80,-41,4,14,-110,-20,16.47122524535087,25,connected,0,21,10911,50,0,stationary,millimeter wave,0,430,15.045174988138918,1,463,None,9,4201,77.65698262045761,9
-112,-83,17,15,-79,-15,32.299551685898706,170,connected,3,2,7859,87,1,high-speed,millimeter wave,3,258,18.320121478471943,1,307,MIMO,362,2374,33.4207760501071,3
-116,-58,22,10,-125,-9,33.740965531647035,166,handover,2,16,8103,66,1,high-speed,sub-6 GHz,0,171,18.303424141550018,0,203,MIMO,148,5303,9.423999874892818,2
-119,-94,28,11,-98,-11,34.55524257416185,237,connected,9,21,3091,80,0,stationary,millimeter wave,4,242,8.837887777814874,1,56,MIMO,496,4486,75.02361239800821,9
-86,-39,21,9,-112,-5,43.65906844474507,27,connected,5,59,11753,34,0,high-speed,millimeter wave,0,86,13.227595292915064,0,316,None,264,8417,77.68010048547069,5
-94,-29,28,2,-102,-11,53.40082592079768,231,connected,6,6,6603,98,1,stationary,sub-6 GHz,2,402,11.645396796525759,0,23,None,431,7735,55.24095387956921,4
-109,-40,6,9,-87,-16,26.496222671479735,233,connected,5,51,11912,45,0,stationary,sub-6 GHz,3,498,18.77649007258988,0,250,carrier aggregation,92,13497,96.62891109582473,10
-75,-69,16,12,-120,-14,96.50159826697805,57,connected,3,20,10047,22,1,stationary,millimeter wave,0,443,23.286885477288255,0,295,None,327,8304,15.575762845445984,10
-72,-77,13,2,-117,-19,52.59854849990723,172,connected,5,7,9738,72,0,high-speed,sub-6 GHz,2,184,23.772372886236685,1,223,None,106,5716,11.085711880247883,7
-105,-70,2,11,-89,-11,85.22739405679647,3,connected,3,60,9408,60,0,stationary,millimeter wave,4,22,10.070393225856513,0,453,MIMO,359,7666,6.95392352703138,10
-81,-16,26,8,-81,-6,63.763788587170836,161,connected,9,53,4646,111,0,high-speed,millimeter wave,1,343,14.747817589487171,1,157,None,98,8101,45.989985279711945,7
-83,-46,6,5,-101,-7,68.47191810943616,127,connected,8,10,4333,45,0,stationary,millimeter wave,3,121,14.384903886008988,0,237,None,294,7004,88.49215259803465,3
-84,-73,20,14,-85,-19,71.06838260048633,206,connected,8,26,6368,89,0,high-speed,millimeter wave,4,132,14.27905388704913,1,77,MIMO,452,10845,84.74350433788966,6
-83,-90,27,10,-125,-14,86.55798634533882,225,connected,0,51,7737,111,1,high-speed,millimeter wave,4,193,12.445184253597407,0,216,carrier aggregation,497,8475,77.23812127518977,0
-109,-13,27,6,-123,-15,43.08629109738452,118,connected,8,60,13492,102,1,high-speed,millimeter wave,4,409,7.993144632206309,0,319,carrier aggregation,181,6164,25.18394024843358,10
-113,-91,15,4,-125,-19,31.240917061219537,72,connected,5,1,7890,123,0,high-speed,millimeter wave,1,407,5.961312304225082,1,94,None,213,8479,96.97276610498814,2
-75,-31,12,4,-99,-14,30.20356583370696,160,connected,0,20,10867,96,0,high-speed,millimeter wave,2,6,17.622172937511003,0,160,None,196,11317,3.5528747019521356,3
-83,-8,28,8,-135,-5,12.675431297242675,261,connected,2,12,10255,65,1,high-speed,millimeter wave,0,432,12.119250259134176,0,255,MIMO,489,4174,73.70427431148835,1
-95,-3,3,13,-113,-9,94.58081210451577,130,connected,8,40,6917,102,1,stationary,millimeter wave,1,120,12.644936742594155,0,464,carrier aggregation,5,11926,75.21530523753879,5
-96,-90,14,14,-97,-7,90.40050775094066,113,connected,6,19,12110,128,1,stationary,millimeter wave,0,157,23.11523799743523,1,265,MIMO,361,10179,20.82751333753191,7
-85,-56,27,0,-135,-12,79.80272402787776,143,connected,8,53,11647,33,0,stationary,sub-6 GHz,2,82,12.950364019771126,0,6,None,317,10109,37.74062822126272,4
-115,-43,19,6,-80,-10,70.53177297523649,46,handover,5,25,4580,85,1,high-speed,sub-6 GHz,4,200,17.898060385686676,0,449,MIMO,56,11193,60.086285505317505,10
-115,-59,10,14,-127,-13,100.0,87,connected,3,26,6534,92,1,high-speed,sub-6 GHz,0,82,18.621299965736107,0,443,carrier aggregation,418,11973,35.040756378743865,3
-89,-79,30,6,-134,-19,100.0,174,connected,2,25,9527,18,1,high-speed,millimeter wave,4,286,1.446281052056121,1,433,MIMO,267,7781,84.00725715474904,10
-112,-26,7,10,-99,-16,85.96442553004255,232,connected,1,62,11640,120,1,stationary,sub-6 GHz,3,334,3.674711941769517,0,6,None,329,2545,64.11922762307294,7
-82,-84,8,10,-119,-17,40.190235831525676,160,handover,3,57,11599,15,0,stationary,sub-6 GHz,4,437,15.26959455733952,1,91,carrier aggregation,123,4541,60.411775351124284,10
-88,-17,16,1,-125,-18,100.0,185,connected,3,40,7393,59,0,high-speed,sub-6 GHz,0,445,2.1550911392523253,1,177,carrier aggregation,345,2885,46.301246340180136,7
-92,-89,7,10,-124,-8,60.282037276348646,260,connected,5,20,6893,114,0,high-speed,millimeter wave,1,425,3.1690299995849074,1,277,MIMO,240,10863,15.92893851641346,1
-102,-40,8,4,-104,-5,43.64589455076911,25,connected,9,55,11034,27,1,stationary,millimeter wave,0,281,7.088345170269493,1,482,carrier aggregation,386,10880,88.51431150779887,9
-95,-95,21,8,-118,-16,12.280358050495092,68,connected,1,62,10957,89,1,stationary,millimeter wave,2,444,7.901445477131396,0,293,None,400,5375,54.52511066482978,1
-83,-50,5,15,-90,-5,49.53033468268398,244,connected,0,32,9222,73,0,stationary,millimeter wave,3,478,20.53627749155028,1,140,carrier aggregation,22,2733,35.21442412531852,10
-96,-25,25,11,-138,-4,21.45295424316405,125,idle,9,48,7670,107,1,stationary,sub-6 GHz,2,442,9.0968184776412,1,323,MIMO,300,13228,15.023499560816001,8
-109,-74,1,7,-134,-5,79.97422764436192,102,connected,2,44,5968,97,1,high-speed,millimeter wave,4,354,14.912043315010182,1,180,None,436,11561,42.397383199474014,4
-102,-68,30,13,-84,-8,36.074304889481894,35,connected,2,24,3347,80,1,high-speed,millimeter wave,3,96,20.630523712372757,1,475,carrier aggregation,71,2986,85.5821027479097,0
-112,-44,22,10,-120,-17,100.0,194,connected,3,18,8313,92,1,stationary,millimeter wave,2,168,16.821386755766248,0,207,None,118,4244,15.130790693562401,10
-95,-67,26,11,-129,-6,75.18580123486079,67,connected,2,46,12780,48,1,stationary,millimeter wave,0,417,12.705711596438231,0,256,None,4,10531,74.56182580002876,0
-91,-30,27,14,-118,-19,30.75772110875845,266,connected,8,9,6120,64,0,stationary,sub-6 GHz,0,169,12.280664302454955,1,179,carrier aggregation,283,8591,54.70783259281038,8
-94,-98,1,3,-114,-15,84.07346412316042,38,connected,3,10,13625,43,0,stationary,millimeter wave,2,236,5.925428427858892,1,389,MIMO,463,6488,4.027722122150701,3
-87,-67,14,1,-137,-10,23.370523251572845,189,connected,6,16,6723,110,0,high-speed,millimeter wave,2,81,19.428588841412303,0,345,MIMO,244,8550,67.04950789339841,1
-91,-16,22,2,-137,-8,100.0,266,connected,3,12,5332,71,0,high-speed,millimeter wave,2,387,6.071559568134815,1,263,MIMO,167,4921,17.266592193742593,3
-97,-86,5,10,-125,-13,80.79125999087874,18,handover,9,55,8377,82,1,stationary,sub-6 GHz,2,68,11.098483835001506,1,8,MIMO,73,11446,30.158645462733645,1
-79,-58,19,14,-74,-8,100.0,85,connected,5,59,4439,53,0,stationary,millimeter wave,3,89,17.76630589506843,1,217,carrier aggregation,51,9640,71.48420630629302,5
-109,-92,11,3,-94,-17,75.97674057102682,252,connected,5,31,11054,31,0,high-speed,millimeter wave,3,494,11.149304178837987,1,163,MIMO,30,4727,5.20804599760406,6
-89,-74,14,10,-84,-19,89.0353601152828,60,connected,6,8,6911,34,0,high-speed,sub-6 GHz,2,150,11.682328735543628,1,170,MIMO,440,8594,69.3422459440169,1
-84,-72,14,5,-91,-7,86.89417985651833,134,connected,2,15,8785,80,0,stationary,sub-6 GHz,0,195,17.750363631334178,0,246,MIMO,142,7274,86.79769651312223,6
-86,-43,31,2,-86,-12,28.90904099652945,250,connected,0,57,5699,80,0,high-speed,millimeter wave,1,137,22.882838750201618,0,84,carrier aggregation,49,12267,16.409163392039773,9
-96,-57,25,3,-110,-6,42.529301064678634,233,connected,7,53,11008,101,0,high-speed,millimeter wave,4,378,7.110307839282956,1,48,None,436,5664,14.82324131715389,3
-115,-39,20,11,-136,-13,20.782546146680986,101,connected,1,62,13284,16,1,high-speed,sub-6 GHz,1,151,8.23026718758908,0,187,carrier aggregation,496,4674,94.21119142029978,1
-120,-84,2,5,-90,-16,34.682379545260204,205,connected,5,34,5209,101,0,high-speed,sub-6 GHz,1,107,9.601906898919166,0,357,carrier aggregation,457,9516,56.29738242548441,5
-81,-79,20,5,-99,-14,24.84424930488735,160,connected,5,6,7372,26,1,stationary,sub-6 GHz,4,74,5.549241799152991,1,362,None,190,7279,96.37816983116517,2
-115,-77,14,11,-89,-7,100.0,262,connected,4,0,11112,66,1,stationary,millimeter wave,3,237,15.229907766985471,1,494,MIMO,236,2895,75.61281596192653,4
-80,-69,4,1,-104,-8,67.63700699230131,268,connected,6,43,11728,99,0,stationary,sub-6 GHz,1,186,10.202632535997378,0,110,None,123,8081,55.13355146018482,3
-115,-19,3,4,-136,-18,98.77511980664254,8,handover,5,50,6191,65,1,stationary,sub-6 GHz,4,106,20.91555904010443,1,264,None,196,11329,78.86207773423638,7
-98,-10,9,2,-100,-11,38.08814285276697,248,connected,7,10,12522,99,1,high-speed,sub-6 GHz,2,65,15.46397689973991,0,21,MIMO,109,12883,78.22235480134454,8
-75,-42,12,5,-89,-19,68.4869209949334,121,idle,4,53,5690,78,1,stationary,sub-6 GHz,2,264,14.94808946313688,0,227,MIMO,456,11460,99.66015922262577,1
-112,-32,27,9,-118,-15,74.22220831626541,68,connected,6,5,9586,83,1,stationary,millimeter wave,2,163,20.008324231064336,0,168,MIMO,62,14731,28.372046700538867,5
-99,-6,21,7,-106,-9,29.67077690611393,156,connected,4,38,8546,63,1,stationary,sub-6 GHz,3,428,18.537388512548258,1,168,carrier aggregation,129,7664,35.738836930149276,9
-95,-45,5,9,-100,-5,27.883411793224422,23,connected,6,59,5682,71,0,stationary,millimeter wave,1,19,21.9212481802852,0,144,carrier aggregation,54,11378,46.66778170015176,8
-96,-90,31,9,-99,-5,62.037988935215644,238,connected,2,54,11597,74,1,stationary,sub-6 GHz,3,306,5.70533279615808,0,237,None,466,3579,29.762277735156673,1
-93,-97,22,9,-77,-19,23.471255712660835,81,handover,2,17,9457,68,1,stationary,millimeter wave,1,303,12.861446829134804,1,72,carrier aggregation,378,11354,95.99881562725905,10
-96,-16,31,11,-114,-19,37.38050717270005,146,connected,5,5,7910,70,0,stationary,sub-6 GHz,2,109,14.72809014788628,0,445,MIMO,57,5530,40.757056774651446,3
-109,-17,17,4,-86,-11,46.11731750833334,136,idle,1,7,9662,45,1,high-speed,sub-6 GHz,2,60,3.867861904256543,1,343,carrier aggregation,263,10893,93.05712605767008,0
-100,-51,8,11,-128,-18,12.539965479604623,246,connected,6,35,7029,54,1,stationary,sub-6 GHz,3,435,9.427846909447497,1,189,carrier aggregation,391,11772,44.91340129661202,3
-92,-82,25,0,-124,-5,37.53991429839473,178,connected,0,15,7372,30,1,high-speed,millimeter wave,4,496,19.223250511281645,1,90,carrier aggregation,114,7986,63.01973470228127,0
-99,-48,10,6,-93,-15,55.86406432167642,7,connected,3,28,11717,10,1,high-speed,sub-6 GHz,2,19,15.666331250780313,1,212,carrier aggregation,2,6418,96.4085399912041,3
-77,-36,26,0,-87,-10,73.44752045503728,91,connected,3,24,12290,40,1,high-speed,millimeter wave,1,186,7.68764290584174,1,62,carrier aggregation,25,9897,97.24025447985252,9
-89,-74,22,6,-121,-13,59.53748647133254,258,handover,1,23,13600,55,0,high-speed,sub-6 GHz,4,125,6.3139195332644,0,384,MIMO,30,8521,84.7862396389717,9
-79,-86,9,12,-133,-16,12.11515621349605,25,handover,9,16,8789,46,1,high-speed,sub-6 GHz,0,422,12.198404929423457,0,481,None,353,10960,20.203847689919442,3
-102,-79,22,8,-118,-19,64.2305822113316,25,idle,8,11,7406,69,0,stationary,millimeter wave,3,482,9.818035008218596,1,61,MIMO,94,7141,16.819172660773884,6
-95,-90,1,14,-108,-15,46.07595199748559,203,connected,4,11,12471,69,1,high-speed,millimeter wave,2,114,9.63286658598488,1,453,MIMO,390,6266,10.99896280620638,2
-94,-88,25,12,-123,-5,100.0,100,connected,1,50,5103,84,0,high-speed,millimeter wave,3,129,3.7368667072988844,1,47,None,105,6383,54.78301987917191,8
-100,-100,4,4,-103,-4,44.633342834556174,222,connected,7,48,8900,31,0,high-speed,millimeter wave,1,223,20.33605437531829,1,434,carrier aggregation,1,9525,54.384866592693285,1
-84,-3,12,14,-123,-10,42.4574811598288,75,connected,6,22,11933,105,0,high-speed,sub-6 GHz,0,53,4.886812001589648,1,69,None,351,6077,69.20636719975917,6
-117,-42,11,13,-139,-10,49.31677977902098,238,connected,5,40,11509,111,1,high-speed,millimeter wave,2,370,17.896366357632086,0,205,carrier aggregation,5,9580,32.63654589398567,5
-110,-79,4,0,-134,-17,41.94535101898872,98,handover,4,33,8643,73,1,stationary,millimeter wave,2,279,23.277521319531463,0,172,carrier aggregation,402,12546,37.721116030759106,9
-116,-38,9,7,-109,-6,46.089457853192044,103,connected,4,46,11473,124,1,stationary,millimeter wave,2,51,21.73735650891947,1,137,carrier aggregation,65,14262,75.9823854724162,4
-97,-20,28,4,-129,-9,93.17027361861491,116,connected,2,27,11798,45,1,stationary,millimeter wave,1,465,3.812979376846264,1,454,None,423,12373,75.17035396704165,10
-116,-64,14,5,-93,-13,54.91494615751877,248,connected,2,28,5980,75,1,stationary,sub-6 GHz,3,16,19.7078409085941,0,27,MIMO,124,13787,20.87839988027971,5
-116,-40,2,15,-86,-15,83.69579703266633,195,idle,8,4,3058,22,1,stationary,millimeter wave,4,208,6.978926804879931,1,414,MIMO,287,5245,33.374447656770215,6
-109,-86,9,8,-111,-15,35.59729004871326,142,connected,6,41,12229,43,0,stationary,sub-6 GHz,3,332,5.495847569890756,0,21,None,338,8842,26.554847579163244,8
-77,-32,3,0,-139,-7,38.171775229270935,13,connected,4,43,4167,90,0,high-speed,millimeter wave,3,480,19.60911385771427,1,445,None,219,8217,33.54297415192566,2
-91,-24,13,11,-119,-14,17.66992455895818,190,handover,6,32,2735,112,1,stationary,sub-6 GHz,4,403,6.8449855556506005,1,417,None,326,8820,80.37941321972559,6
-91,-92,27,7,-126,-11,39.06473167625049,192,idle,6,60,11047,88,0,high-speed,millimeter wave,1,452,17.798923450334883,1,345,MIMO,5,5938,99.53662787199264,0
-88,-82,18,0,-125,-5,65.41184288273914,135,handover,3,25,4183,97,0,high-speed,sub-6 GHz,0,246,12.780825789381007,0,494,carrier aggregation,197,11875,38.54773814696391,0
-87,-21,11,9,-122,-14,84.25261197395722,84,connected,0,35,9077,29,0,stationary,millimeter wave,4,383,9.752722077192887,0,211,MIMO,436,4556,88.27762694309762,10
-74,-27,18,1,-100,-8,20.43427201508659,194,connected,4,21,12108,88,0,stationary,millimeter wave,1,240,18.83786512109976,0,260,MIMO,139,8385,85.24399776859762,4
-84,-94,30,8,-92,-18,66.92892348321739,96,connected,2,1,13280,86,0,high-speed,sub-6 GHz,1,237,21.098612900369943,1,18,MIMO,365,11215,72.44814117412571,2
-92,-95,22,5,-75,-18,63.66122326174825,121,connected,2,1,7384,121,0,stationary,sub-6 GHz,3,84,22.456686472303243,1,171,MIMO,204,4938,43.28409194163688,0
-113,-9,28,6,-91,-6,16.813456738762056,57,connected,5,16,8342,28,0,stationary,millimeter wave,2,198,13.509823960349417,1,199,MIMO,249,7950,20.69430757842291,10
-89,-100,0,15,-108,-10,84.3654124075447,144,idle,5,57,13744,47,1,high-speed,sub-6 GHz,0,214,11.012273312283948,1,316,MIMO,438,10651,77.44720797984547,0
-111,-92,13,3,-128,-7,100.0,127,connected,6,23,14412,98,1,stationary,sub-6 GHz,2,309,15.122843599848945,1,433,carrier aggregation,429,11380,10.06025170251349,6
-92,-88,5,4,-115,-6,22.06607142169321,163,connected,1,58,9815,85,0,stationary,millimeter wave,3,466,7.04148766366776,1,331,None,79,10665,71.91877217033824,5
-75,-73,23,2,-129,-11,87.51722156842213,64,handover,5,14,5581,18,1,high-speed,millimeter wave,4,69,10.91149379518017,1,480,carrier aggregation,417,6851,59.28647901172312,6
-102,-33,24,13,-123,-17,99.28051083217554,237,connected,0,56,12550,42,0,stationary,millimeter wave,3,179,6.71095492041375,0,194,carrier aggregation,108,5184,42.425943295423274,3
-95,-14,4,10,-98,-7,66.5134488507808,7,connected,6,0,8562,114,0,high-speed,sub-6 GHz,3,466,7.464044655085704,0,254,None,178,4043,20.880222560459515,4
-110,-100,6,14,-87,-18,26.309438932992776,83,connected,6,37,2843,19,1,stationary,sub-6 GHz,1,97,13.95445627222474,0,479,carrier aggregation,436,14289,81.531773668941,6
-92,-83,12,14,-74,-15,57.85175358013774,181,connected,7,43,4840,107,0,high-speed,millimeter wave,1,276,17.1712670066985,1,318,carrier aggregation,260,11296,36.81094569943911,0
-109,-81,8,0,-104,-16,17.543643564172136,32,connected,3,42,9680,13,0,high-speed,sub-6 GHz,3,479,3.8921265785812693,0,123,MIMO,315,12414,83.6100326139511,8
-115,-36,31,3,-125,-12,91.56587229649195,263,connected,3,29,3524,41,0,stationary,sub-6 GHz,3,290,22.469224414564838,0,335,MIMO,54,7395,17.126378737780534,10
-119,-76,1,2,-86,-8,53.60080468036503,153,idle,1,20,6107,32,0,stationary,millimeter wave,4,191,14.64055085961882,1,434,None,391,11206,21.72715663802385,7
-77,-48,11,15,-105,-16,12.195562554298213,200,connected,8,33,12640,47,1,stationary,sub-6 GHz,2,107,3.463871748261483,1,22,None,394,11249,86.1913046124675,3
-107,-72,25,14,-85,-20,100.0,170,idle,9,1,10105,86,0,stationary,millimeter wave,4,438,7.756052750221765,1,223,None,160,5466,63.35062609409988,10
-99,-10,23,0,-93,-8,67.58788724958413,14,connected,2,11,11406,88,0,high-speed,sub-6 GHz,3,217,11.53550175991988,1,472,None,491,9338,77.25420971131906,1
-104,-39,2,2,-133,-8,45.11734726599883,140,connected,8,45,5815,98,1,stationary,sub-6 GHz,3,180,13.872359735878122,0,330,None,112,10682,88.64343143504003,6
-76,-39,18,10,-72,-13,79.46028722367171,195,connected,6,23,15257,104,1,stationary,millimeter wave,4,251,21.81200715191617,0,257,MIMO,327,5280,16.606184839870263,0
-103,-66,11,1,-130,-20,37.838518407943745,37,handover,6,48,6634,106,1,high-speed,millimeter wave,4,326,11.667741236713928,1,473,MIMO,466,4399,88.99516421292749,8
-88,-5,23,2,-99,-16,67.79207511992274,114,handover,9,25,7171,47,0,high-speed,sub-6 GHz,2,308,11.843944966388369,0,44,carrier aggregation,220,7998,67.10929286708408,5
-93,-57,19,2,-110,-9,41.30527573674812,226,idle,3,6,6534,47,1,stationary,sub-6 GHz,1,9,10.657044046358784,0,276,carrier aggregation,425,6144,67.49488843487697,1
-98,-28,25,8,-71,-6,95.53746845695679,129,connected,7,43,12230,48,1,stationary,sub-6 GHz,1,191,7.139325203554371,1,116,None,187,8941,26.724402031089856,3
-91,-11,29,1,-118,-6,51.01373597384066,72,connected,6,46,6066,108,0,stationary,millimeter wave,4,451,1.5712875207973276,1,228,None,321,8533,3.6848645204218156,4
-93,-90,12,8,-137,-12,41.26896100099471,50,connected,2,43,4936,115,1,high-speed,sub-6 GHz,1,395,8.08178329780769,1,325,MIMO,41,12491,73.46807799559376,3
-89,-58,30,4,-119,-11,96.90240969507636,165,connected,4,60,11901,101,0,high-speed,millimeter wave,3,258,24.768137291141844,0,477,carrier aggregation,285,7307,65.7698688516674,3
-75,-56,11,6,-82,-20,15.287311746153826,122,connected,2,3,3693,104,0,stationary,millimeter wave,1,442,19.843655063227175,0,246,carrier aggregation,385,6580,83.6553516357388,3
-106,-68,20,12,-81,-16,77.22464724788121,34,connected,4,35,12636,33,1,high-speed,millimeter wave,2,407,10.06727319123643,1,347,carrier aggregation,467,10580,68.52145404698132,1
-120,-62,9,0,-139,-14,74.41525556554824,133,handover,0,34,8023,40,1,stationary,millimeter wave,0,127,15.068339048510369,1,205,MIMO,225,7681,50.54508489586602,5
-83,-1,26,6,-101,-14,41.658411243550105,106,connected,1,13,7103,121,0,stationary,millimeter wave,0,199,19.37396890643653,1,250,MIMO,433,7600,78.00684830409392,7
-111,-35,25,10,-109,-5,99.40422777298,105,handover,6,14,9556,107,1,stationary,millimeter wave,2,200,22.01437628261473,0,296,None,265,12282,39.88203538696652,9
-108,-14,21,5,-92,-20,54.12921682250934,213,connected,3,15,4986,69,0,high-speed,sub-6 GHz,4,24,11.115877017690256,1,167,None,111,12979,76.83235962620017,2
-93,-8,13,5,-129,-16,81.7845139193187,93,handover,2,34,10766,64,1,high-speed,millimeter wave,4,142,13.320830992807885,1,413,carrier aggregation,369,12303,74.43499531680364,5
-100,-83,13,5,-84,-10,85.87247903898329,147,connected,6,38,12962,60,1,high-speed,sub-6 GHz,3,329,20.63885428095461,0,308,MIMO,142,11860,41.927404233047305,2
-96,-12,0,14,-90,-4,11.75077271145919,221,connected,5,52,3214,51,1,stationary,millimeter wave,2,150,5.6644894547001865,0,472,carrier aggregation,97,5730,74.86490771769651,5
-87,-59,11,1,-96,-6,41.42117982956773,257,connected,0,5,6091,14,0,stationary,millimeter wave,4,466,16.711087705714423,0,305,MIMO,43,6313,6.388898360087147,5
-88,-67,1,12,-73,-4,56.812156143948066,241,connected,7,8,13212,11,0,high-speed,sub-6 GHz,3,449,3.0244307364891827,0,163,carrier aggregation,469,4929,82.50152208135508,2
-75,-64,2,5,-91,-14,35.63357769215487,228,connected,1,53,10649,80,1,high-speed,sub-6 GHz,2,167,19.088976992237864,1,249,None,50,10503,0.4555122078224838,10
-91,-69,19,2,-72,-18,89.35683494171668,193,connected,7,58,11401,38,0,stationary,sub-6 GHz,0,36,21.63220496217381,1,203,carrier aggregation,26,8117,99.79878800638605,9
-93,-45,8,10,-80,-12,9.784000210114234,106,connected,5,22,7049,64,0,high-speed,millimeter wave,4,479,14.383493210765316,1,227,carrier aggregation,425,8815,22.17891104469263,9
-97,-74,23,5,-78,-16,95.20304757922455,9,connected,9,62,5773,47,1,high-speed,sub-6 GHz,3,442,8.54964412844999,1,387,None,252,9554,20.143979524094966,8
-107,-18,27,9,-110,-5,72.34519269366994,218,connected,3,32,7461,82,1,high-speed,millimeter wave,4,410,14.50514895599352,1,7,MIMO,487,6291,81.90093779953015,6
-82,-77,3,3,-131,-14,15.290087296378278,18,connected,0,18,11449,100,1,stationary,millimeter wave,4,368,11.47243287810754,0,366,None,450,5958,28.53723625352257,6
-119,-98,15,1,-115,-14,17.879588500415686,48,connected,9,50,9831,112,0,stationary,sub-6 GHz,0,221,10.792994428523713,0,234,None,376,3063,45.861035236683364,1
-120,-82,4,8,-77,-5,67.31805613638575,143,idle,5,54,8661,110,0,high-speed,millimeter wave,0,495,6.8741194515769966,1,154,None,337,10901,92.21107291287038,4
-120,-69,28,1,-86,-7,28.96374307862596,223,connected,6,36,8058,110,0,high-speed,millimeter wave,3,111,5.112243355541315,1,252,None,98,8337,83.88498795026044,8
-116,-85,2,11,-139,-10,100.0,226,connected,2,40,8805,102,1,high-speed,millimeter wave,1,131,13.890112923687605,0,193,MIMO,383,8062,14.904589577551208,3
-102,-75,17,2,-119,-20,36.50373226201286,195,connected,6,59,10274,74,1,high-speed,sub-6 GHz,3,426,13.174957559104758,1,382,carrier aggregation,218,12308,74.30746175597879,4
-78,-85,30,13,-91,-19,39.719004103961296,93,connected,7,6,6446,106,1,high-speed,millimeter wave,4,224,13.432587744345422,1,405,MIMO,406,12356,30.962748441048525,2
-89,-17,17,14,-139,-17,20.412894916729496,37,connected,1,49,6053,71,0,high-speed,millimeter wave,0,405,20.056338037589942,1,111,None,171,10271,93.27249370521811,2
-101,-34,0,11,-129,-5,52.15610038530372,105,connected,8,55,8536,26,0,stationary,millimeter wave,4,259,16.509104756492352,0,402,carrier aggregation,209,6297,6.631372166346605,8
-105,-96,15,5,-118,-19,81.89954724822303,141,connected,6,46,6720,61,0,high-speed,sub-6 GHz,1,54,6.369441259597734,1,434,None,403,6577,19.23023238786319,8
-94,-81,22,14,-135,-18,76.86789945728394,88,connected,3,49,11940,101,0,stationary,sub-6 GHz,1,472,12.630965698425168,1,408,MIMO,110,7003,40.75711258376589,9
-81,-65,10,14,-110,-10,100.0,258,idle,1,28,10975,88,1,high-speed,sub-6 GHz,1,177,1.8655011738602605,0,15,None,124,3506,28.04052006535115,5
-111,-31,30,4,-119,-18,95.7552503972495,41,connected,9,43,6978,51,0,stationary,millimeter wave,2,291,5.11110077930185,0,247,carrier aggregation,313,8485,37.02604377043873,2
-84,-24,21,5,-127,-4,90.55530004353896,178,connected,7,6,9945,21,0,high-speed,sub-6 GHz,2,150,14.435310595594313,1,420,MIMO,132,2636,54.02669113910263,8
-116,-16,15,14,-80,-6,97.13391748304602,230,connected,5,41,13858,74,0,stationary,millimeter wave,4,237,14.982284436415062,0,222,None,193,11685,64.80416504914982,4
-105,-70,22,6,-140,-19,70.52603993533026,5,connected,0,33,10995,98,0,stationary,millimeter wave,4,176,12.691778595013552,0,439,None,60,7048,2.233722653264225,7
-74,-91,27,5,-85,-7,53.91680308675501,97,connected,2,34,11625,36,1,stationary,millimeter wave,1,171,17.09050827233065,0,82,carrier aggregation,290,7252,21.704527807103315,2
-112,-22,8,14,-83,-5,43.10354487997321,17,handover,4,62,12540,22,1,stationary,millimeter wave,4,59,22.275450483989857,1,465,None,85,7656,85.31315748906458,2
-117,-74,19,2,-136,-16,43.393234104701186,172,connected,5,5,4020,71,0,stationary,sub-6 GHz,2,291,10.376370016436798,0,257,MIMO,342,7976,19.205718221119174,5
